FORMA	FORMAKEY	LEMMA	ETIMO	LANG	POS	FUNCT	MSD
alés	alés						
tost	tost						
à	à						
vostre	vostre						
roi	roi						
.	.						
si	si						
li	li						
dites	dites						
de_part	de_part						
moi	moi						
qe	qe						
tot_ce_q’	tot_ce_q’						
il	il						
a	a						
sa	sa						
cité	cité						
hovrés	hovrés						
tost	tost						
poira	poira						
estre	estre						
degastés	degastés						
et	et						
maumis	maumis						
s’	s’						
il	il						
ne	ne						
s’	s’						
en	en						
prent	prent						
garde	garde						
.	.						
hor	hor						
li	li						
dites	dites						
q’	q’						
il	il						
ne	ne						
m’	m’						
envoie	envoie						
jamés	jamés						
tel	tel						
messaje	messaje						
car	car						
je	je						
vos	vos						
di	di						
qe	qe						
li	li						
mesaje	mesaje						
i	i						
metra	metra						
mau	mau						
le	le						
pié	pié						
.	.						
vos	vos						
meïsmes	meïsmes						
eschapés	eschapés						
par_mult_poi_que	par_mult_poi_que						
je	je						
ne	ne						
vos	vos						
fais	fais						
d’	d’						
onteuse	onteuse						
mort	mort						
morir	morir						
.	.						
alés	alés						
vos	vos						
en	en						
tantost	tantost						
et	et						
bien	bien						
vos	vos						
gardés	gardés						
qe	qe						
jamés	jamés						
ne	ne						
soiés	soiés						
en	en						
ma	ma						
terre	terre						
trovés	trovés						
.	.						
.	.						
coment	coment						
athenor	athenor						
ariva	ariva						
à	à						
troie	troie						
athenor	athenor						
fu	fu						
mult	mult						
espaontés	espaontés						
de	de						
ce_qe	ce_qe						
nestor	nestor						
li	li						
ot	ot						
dit	dit						
.	.						
si	si						
se	se						
parti	parti						
de	de						
lui	lui						
au	au						
plus	plus						
astivement	astivement						
q’	q’						
il	il						
puet	puet						
et	et						
se	se						
recoilli	recoilli						
de_dens	de_dens						
sa	sa						
nef	nef						
entre	entre						
lui	lui						
et	et						
sa	sa						
conpaignie	conpaignie						
.	.						
si	si						
se	se						
mistrent	mistrent						
en	en						
mer	mer						
.	.						
et	et						
quant	quant						
il	il						
furent	furent						
de_des	de_des						
la	la						
mer	mer						
.	.						
il	il						
lor	lor						
douna	douna						
une	une						
tenpeste	tenpeste						
mult	mult						
horible	horible						
et	et						
pesmé	pesmé						
q’	q’						
il	il						
lor	lor						
dura	dura						
troi	troi						
jors	jors						
.	.						
dont	dont						
il	il						
cuiderent	cuiderent						
tos	tos						
noier	noier						
car	car						
la	la						
mer	mer						
estoit	estoit						
mult	mult						
enflee	enflee						
et	et						
le	le						
vent	vent						
estoit	estoit						
très	très						
fort	fort						
et	et						
l’	l’						
air	air						
hoscure	hoscure						
et	et						
noire	noire						
por	por						
qoi	qoi						
il	il						
ne	ne						
savoient	savoient						
dont	dont						
il	il						
devoient	devoient						
aler	aler						
.	.						
ses	ses						
conpaignons	conpaignons						
et	et						
les	les						
mariniers	mariniers						
gisoient	gisoient						
adens	adens						
sor	sor						
la	la						
nef	nef						
si	si						
come	come						
genz	genz						
qi	qi						
cuidoient	cuidoient						
tot_maintenant	tot_maintenant						
morir	morir						
.	.						
athenor	athenor						
ploroit	ploroit						
et	et						
plaignoit	plaignoit						
et	et						
plioie	plioie						
tos	tos						
les	les						
diex	diex						
q’	q’						
il	il						
le	le						
deüssent	deüssent						
secore	secore						
et	et						
aidier	aidier						
.	.						
q’	q’						
il	il						
ne	ne						
noiast	noiast						
en	en						
tel	tel						
mainiere	mainiere						
.	.						
et	et						
quant	quant						
il	il						
vint	vint						
au	au						
chief	chief						
de	de						
trois	trois						
jors	jors						
.	.						
la	la						
tenpeste	tenpeste						
posa	posa						
.	.						
si	si						
nagerent	nagerent						
tant_qi	tant_qi						
.	.						
avant_qe	avant_qe						
la	la						
semaine	semaine						
pasast	pasast						
.	.						
ariverent	ariverent						
il	il						
en	en						
lor	lor						
païs	païs						
.	.						
adonc	adonc						
li	li						
vint	vint						
à	à						
l’	l’						
encontre	encontre						
li	li						
roi	roi						
laomedon	laomedon						
ho	ho						
grant	grant						
conpaignie	conpaignie						
de	de						
barons	barons						
et	et						
de	de						
chevaliers	chevaliers						
de	de						
troie	troie						
.	.						
si	si						
le	le						
recoillirent	recoillirent						
à	à						
mult	mult						
grant	grant						
joie	joie						
et	et						
à	à						
grant	grant						
laësse	laësse						
.	.						
puis	puis						
l’	l’						
enmenerent	enmenerent						
de_denz	de_denz						
la	la						
cité	cité						
.	.						
athenor	athenor						
ala	ala						
par	par						
les	les						
tenples	tenples						
de	de						
la	la						
cité	cité						
loer	loer						
et	et						
mercier	mercier						
les	les						
diex	diex						
de	de						
ce_q’	ce_q’						
il	il						
les	les						
avoient	avoient						
à	à						
sauveté	sauveté						
conduit	conduit						
.	.						
aprés	aprés						
fist	fist						
athenor	athenor						
mult	mult						
grant	grant						
sacrifices	sacrifices						
as	as						
diex	diex						
por_ce_qe	por_ce_qe						
eschapé	eschapé						
l’	l’						
avoient	avoient						
de	de						
la	la						
grant	grant						
tenpeste	tenpeste						
.	.						
dont	dont						
il	il						
cuida	cuida						
veraiement	veraiement						
noier	noier						
.	.						
puis_aprés	puis_aprés						
s’	s’						
en	en						
ala	ala						
au	au						
palais	palais						
le	le						
roi	roi						
.	.						
là_où	là_où						
li	li						
roi	roi						
fist	fist						
faire	faire						
mult	mult						
grant	grant						
asenblee	asenblee						
de	de						
chevaliers	chevaliers						
et	et						
de	de						
barons	barons						
.	.						
si	si						
i	i						
furent	furent						
tos	tos						
ses	ses						
filz	filz						
por	por						
hoïr	hoïr						
le	le						
mesaje	mesaje						
qe	qe						
athenor	athenor						
avoit	avoit						
de	de						
grese	grese						
aportés	aportés						
et	et						
le	le						
respose	respose						
ausi	ausi						
.	.						
le_qels	le_qels						
athenor	athenor						
retraïst	retraïst						
et	et						
dist	dist						
en	en						
tel	tel						
mainiere	mainiere						
.	.						
coment	coment						
athenor	athenor						
conte	conte						
son	son						
mesaje	mesaje						
à	à						
priant	priant						
.	.						
.	.						
roi	roi						
priant	priant						
.	.						
vos	vos						
me	me						
mandastes	mandastes						
en	en						
grese	grese						
.	.						
à	à						
les	les						
rois	rois						
et	et						
à	à						
les	les						
princes	princes						
et	et						
à	à						
les	les						
aus	aus						
barons	barons						
.	.						
por	por						
vostre	vostre						
suor	suor						
esionan	esionan						
reqerre	reqerre						
.	.						
qe	qe						
talemon	talemon						
tient	tient						
en	en						
songnantage	songnantage						
.	.						
de	de						
quoi	quoi						
la	la						
paroule	paroule						
est	est						
bien	bien						
seüe	seüe						
.	.						
je	je						
alai	alai						
por	por						
vostre	vostre						
commandament	commandament						
aconplir	aconplir						
.	.						
mes	mes						
je	je						
vos	vos						
di	di						
veraiement	veraiement						
qe	qe						
je	je						
ai	ai						
esté	esté						
maintes	maintes						
fois	fois						
qe	qe						
je	je						
ai	ai						
cuidiés	cuidiés						
morir	morir						
en	en						
cestui	cestui						
voiaje	voiaje						
.	.						
ensi_com	ensi_com						
vos	vos						
hoïrés	hoïrés						
.	.						
je	je						
alai	alai						
premierement	premierement						
à	à						
pelleus	pelleus						
et	et						
li	li						
contai	contai						
tot	tot						
mon	mon						
mesaje	mesaje						
mot	mot						
à	à						
mot	mot						
.	.						
si	si						
vos	vos						
di	di						
qe	qe						
.	.						
quant	quant						
il	il						
m’	m’						
ot	ot						
entens	entens						
.	.						
il	il						
me	me						
conjea	conjea						
mult	mult						
honteusement	honteusement						
.	.						
si	si						
me	me						
dist	dist						
q’	q’						
il	il						
nen	nen						
amoit	amoit						
ni	ni						
ne	ne						
voloit	voloit						
pes	pes						
avoir	avoir						
à	à						
vos	vos						
ne	ne						
bone	bone						
volonté	volonté						
.	.						
si	si						
vos	vos						
di	di						
qe	qe						
je	je						
ne	ne						
trovai	trovai						
en	en						
li	li						
nulle	nulle						
riens	riens						
de	de						
ce_qe	ce_qe						
je	je						
qerroie	qerroie						
.	.						
à	à						
moi	moi						
dist	dist						
il	il						
qe	qe						
.	.						
se	se						
je	je						
ne	ne						
me	me						
partoie	partoie						
tost	tost						
devant	devant						
lui	lui						
.	.						
q’	q’						
il	il						
me	me						
feroit	feroit						
destruire	destruire						
dou	dou						
cors	cors						
.	.						
aprés	aprés						
alai	alai						
à	à						
salemine	salemine						
là_où	là_où						
talemon	talemon						
estoit	estoit						
.	.						
et	et						
quant	quant						
je	je						
fui	fui						
devant	devant						
lui	lui						
venus	venus						
.	.						
je	je						
le	le						
trovai	trovai						
mult	mult						
hautement	hautement						
ester	ester						
.	.						
si	si						
li	li						
dist	dist						
mon	mon						
mesaje	mesaje						
ensi_com	ensi_com						
vos	vos						
me	me						
deïstes	deïstes						
.	.						
mes	mes						
il	il						
me	me						
respondi	respondi						
en	en						
tel	tel						
mainiere	mainiere						
q’	q’						
il	il						
ne	ne						
feroit	feroit						
rienz	rienz						
por	por						
vos	vos						
.	.						
si	si						
me	me						
conjea	conjea						
mult	mult						
honteusement	honteusement						
.	.						
castor	castor						
et	et						
apolus	apolus						
me	me						
distrent	distrent						
tot	tot						
autretel	autretel						
.	.						
car	car						
il	il						
distrent	distrent						
q’	q’						
il	il						
ne	ne						
feroient	feroient						
riens	riens						
par	par						
vos	vos						
plus	plus						
qe	qe						
par	par						
un	un						
chiens	chiens						
.	.						
il	il						
vos	vos						
laindengia	laindengia						
mult	mult						
devant	devant						
moi	moi						
.	.						
et	et						
puis	puis						
q’	q’						
il	il						
m’	m’						
ot	ot						
en	en						
tel	tel						
mainiere	mainiere						
conjee	conjee						
.	.						
je	je						
me	me						
mis	mis						
en	en						
mer	mer						
et	et						
tant	tant						
alai	alai						
qe	qe						
je	je						
trovai	trovai						
nestor	nestor						
.	.						
à	à						
celui	celui						
contai	contai						
je	je						
mult	mult						
ardiement	ardiement						
mon	mon						
mesaje	mesaje						
sanz	sanz						
rien	rien						
celer	celer						
.	.						
me	me						
je	je						
vos	vos						
di	di						
qe	qe						
por_poi_q’	por_poi_q’						
il	il						
ne	ne						
me	me						
fist	fist						
les	les						
els	els						
voler	voler						
de	de						
la	la						
teste	teste						
et	et						
pis	pis						
fer	fer						
encor	encor						
.	.						
à	à						
vos	vos						
menasa	menasa						
il	il						
de	de						
gaster	gaster						
et	et						
d’	d’						
esillier	esillier						
vostre	vostre						
cité	cité						
.	.						
mes	mes						
je	je						
vos	vos						
di	di						
qe	qe						
je	je						
nen	nen						
oï	oï						
onqes	onqes						
parler	parler						
plus	plus						
hergueileus	hergueileus						
hom	hom						
de	de						
lui	lui						
.	.						
qe	qe						
vos	vos						
iroie	iroie						
je	je						
contant	contant						
.	.						
sachés	sachés						
qe	qe						
tos	tos						
le	le						
princes	princes						
de	de						
grese	grese						
ne	ne						
vos	vos						
prisent	prisent						
une	une						
qoqille	qoqille						
.	.						
por	por						
quoi	quoi						
je	je						
vos	vos						
di	di						
q’	q’						
il	il						
vos	vos						
en	en						
convient	convient						
bien	bien						
garder	garder						
ne	ne						
ne	ne						
vos	vos						
i	i						
fiés	fiés						
pas	pas						
.	.						
hor	hor						
poés	poés						
prendre	prendre						
consoill	consoill						
de	de						
vostre	vostre						
afer	afer						
car	car						
bien	bien						
vos	vos						
besoigne	besoigne						
.	.						
por_ce_qe	por_ce_qe						
au	au						
comencer	comencer						
de	de						
chouses	chouses						
doit	doit						
l’	l’						
on	on						
garder	garder						
la	la						
fin	fin						
en	en						
tel	tel						
guise	guise						
qi	qi						
bien	bien						
soit	soit						
et	et						
qe	qe						
honte	honte						
ne	ne						
li	li						
aviengne	aviengne						
.	.						
.	.						
coment	coment						
li	li						
roi	roi						
priant	priant						
parla	parla						
entre	entre						
ses	ses						
genz	genz						
quant	quant						
li	li						
roi	roi						
priant	priant						
ot	ot						
entendus	entendus						
se_qe	se_qe						
athenor	athenor						
li	li						
ot	ot						
dit	dit						
et	et						
coment	coment						
il	il						
avoit	avoit						
desonerés	desonerés						
et	et						
laidis	laidis						
.	.						
doulent	doulent						
en	en						
fu	fu						
outre	outre						
mesure	mesure						
et	et						
corociés	corociés						
.	.						
il	il						
parla	parla						
adonc	adonc						
à	à						
ses	ses						
homes	homes						
et	et						
à	à						
ses	ses						
fils	fils						
.	.						
si	si						
dist	dist						
lor	lor						
en	en						
tel	tel						
mainiere	mainiere						
.	.						
.	.						
biauz	biauz						
seignors	seignors						
.	.						
fist	fist						
il	il						
.	.						
vos	vos						
avés	avés						
bien	bien						
hoï	hoï						
et	et						
entendus	entendus						
la	la						
grant	grant						
honte	honte						
et	et						
le	le						
lait	lait						
qe	qe						
les	les						
gresois	gresois						
hont	hont						
fet	fet						
à	à						
nostre	nostre						
mesaje	mesaje						
et	et						
coment	coment						
il	il						
nos	nos						
hont	hont						
deshonorés	deshonorés						
.	.						
et	et						
coment	coment						
il	il						
refusent	refusent						
nostre	nostre						
pes	pes						
et	et						
nostre	nostre						
acordance	acordance						
.	.						
et	et						
coment	coment						
il	il						
nos	nos						
ne	ne						
tienent	tienent						
por	por						
noiant	noiant						
.	.						
por	por						
qoi	qoi						
je	je						
vos	vos						
di	di						
qe	qe						
honis	honis						
soumes	soumes						
se	se						
nos	nos						
ne	ne						
prenons	prenons						
autre	autre						
coroi	coroi						
.	.						
et	et						
por_ce	por_ce						
vos	vos						
est	est						
si	si						
.	.						
et	et						
je	je						
vos	vos						
pri	pri						
.	.						
tant_com	tant_com						
je	je						
plus	plus						
puis	puis						
.	.						
qe	qe						
vos	vos						
consoillés	consoillés						
moi	moi						
et	et						
vos	vos						
sor	sor						
ceste	ceste						
matire	matire						
.	.						
en	en						
tel	tel						
mainere	mainere						
qe	qe						
nostre	nostre						
honor	honor						
soit	soit						
sauvee	sauvee						
et	et						
vengiance	vengiance						
prise	prise						
de	de						
la	la						
honte	honte						
q’	q’						
il	il						
nos	nos						
ont	ont						
fet	fet						
.	.						
voirement	voirement						
.	.						
c’	c’						
il	il						
vos	vos						
plesoit	plesoit						
.	.						
je	je						
loeroie	loeroie						
endroit	endroit						
moi	moi						
qe	qe						
nos	nos						
eslisons	eslisons						
de	de						
nos	nos						
meillor	meillor						
chevaliers	chevaliers						
une	une						
qantité	qantité						
qi	qi						
soient	soient						
bien	bien						
garnis	garnis						
de	de						
lor	lor						
armes	armes						
et	et						
les	les						
envoions	envoions						
priveement	priveement						
en	en						
grese	grese						
.	.						
la	la						
contree	contree						
rouber	rouber						
et	et						
gaster	gaster						
.	.						
je	je						
cuit	cuit						
qe	qe						
se	se						
nos	nos						
le	le						
fesons	fesons						
ensi	ensi						
.	.						
qi	qi						
poiront	poiront						
ce	ce						
fer	fer						
sans	sans						
contredit	contredit						
.	.						
et	et						
puis_aprés	puis_aprés						
.	.						
se	se						
les	les						
gresois	gresois						
ne	ne						
vouxissent	vouxissent						
de	de						
guerre	guerre						
asaillir	asaillir						
.	.						
je	je						
vos	vos						
di	di						
qe	qe						
nos	nos						
avons	avons						
chevaliers	chevaliers						
et	et						
sergant	sergant						
mult	mult						
à	à						
grant	grant						
planté	planté						
.	.						
si	si						
avons	avons						
nos	nos						
mult	mult						
grant	grant						
abandonance	abandonance						
de	de						
tresor	tresor						
.	.						
et	et						
cité	cité						
fort	fort						
et	et						
defensable	defensable						
et	et						
bien	bien						
garnie	garnie						
jusqe	jusqe						
au	au						
jor	jor						
dou	dou						
joïse	joïse						
.	.						
je	je						
cuit	cuit						
qe	qe						
se	se						
nos	nos						
ensi	ensi						
le	le						
fesons	fesons						
.	.						
qe	qe						
nostre	nostre						
grant	grant						
honte	honte						
en	en						
sera	sera						
vengee	vengee						
.	.						
de	de						
quoi	quoi						
vostre	vostre						
hoïr	hoïr						
avront	avront						
mult	mult						
grant	grant						
henor	henor						
et	et						
grant	grant						
gloire	gloire						
.	.						
toutes	toutes						
fois	fois						
vos	vos						
pri	pri						
je	je						
qe	qe						
vos	vos						
m’	m’						
en	en						
diois	diois						
vostre	vostre						
coraje	coraje						
.	.						
.	.						
toutes	toutes						
ses	ses						
fils	fils						
et	et						
tos	tos						
les	les						
barons	barons						
et	et						
tos	tos						
les	les						
chevaliers	chevaliers						
qi	qi						
au	au						
consoil	consoil						
estoient	estoient						
loerent	loerent						
mult	mult						
la	la						
pensee	pensee						
le	le						
roi	roi						
et	et						
son	son						
dit	dit						
.	.						
car	car						
nuls	nuls						
n’	n’						
i	i						
ot	ot						
qi	qi						
contredeïst	contredeïst						
.	.						
ains	ains						
s’	s’						
escrierent	escrierent						
tos	tos						
à	à						
une	une						
vois	vois						
.	.						
.	.						
ensi	ensi						
soit	soit						
com	com						
vos	vos						
avés	avés						
devisés	devisés						
.	.						
.	.						
coment	coment						
li	li						
roi	roi						
priant	priant						
parla	parla						
à	à						
hector	hector						
et	et						
à	à						
ses	ses						
autres	autres						
filz	filz						
li	li						
roi	roi						
hot	hot						
mult	mult						
bone	bone						
volonté	volonté						
et	et						
grant	grant						
joie	joie						
de	de						
ce_q’	ce_q’						
il	il						
voit	voit						
ses	ses						
hommes	hommes						
si	si						
volontos	volontos						
de	de						
vengiance	vengiance						
prendre	prendre						
de	de						
ses	ses						
henemis	henemis						
et	et						
de	de						
fere	fere						
son	son						
gré	gré						
.	.						
adonc	adonc						
parla	parla						
il	il						
à	à						
hector	hector						
.	.						
si	si						
li	li						
dist	dist						
en	en						
tel	tel						
mainiere	mainiere						
.	.						
.	.						
biau	biau						
fiz	fiz						
.	.						
vos	vos						
serés	serés						
chevetaine	chevetaine						
et	et						
condusierés	condusierés						
de	de						
ceste	ceste						
gent	gent						
.	.						
et	et						
il	il						
seront	seront						
tos	tos						
à	à						
vos	vos						
apendant	apendant						
.	.						
si	si						
seront	seront						
ausi	ausi						
vostre	vostre						
freres	freres						
.	.						
car	car						
il	il						
feiront	feiront						
tos	tos						
vostre	vostre						
commandement	commandement						
.	.						
por_ce_qe	por_ce_qe						
je	je						
croi	croi						
qe	qe						
vos	vos						
le	le						
savrés	savrés						
bien	bien						
guier	guier						
et	et						
gobverner	gobverner						
.	.						
.	.						
puis	puis						
parla	parla						
li	li						
roi	roi						
à	à						
ses	ses						
fils	fils						
et	et						
li	li						
dist	dist						
.	.						
.	.						
je	je						
connois	connois						
et	et						
voi	voi						
selonc	selonc						
mon	mon						
esient	esient						
qe	qe						
mult	mult						
ai	ai						
fet	fet						
en	en						
vos	vos						
mult	mult						
bone	bone						
noriture	noriture						
.	.						
car	car						
biauz	biauz						
vos	vos						
voi	voi						
et	et						
preuz	preuz						
et	et						
hardis	hardis						
et	et						
sajes	sajes						
et	et						
cortois	cortois						
.	.						
por_ce	por_ce						
dorrai	dorrai						
à	à						
ciascune	ciascune						
bone	bone						
conpaignie	conpaignie						
et	et						
grant	grant						
.	.						
si	si						
pense	pense						
chascun	chascun						
de	de						
guier	guier						
-la	-la						
en	en						
tel	tel						
mainiere	mainiere						
q’	q’						
il	il						
nen	nen						
aient	aient						
cheison	cheison						
ne	ne						
raison	raison						
de	de						
vos	vos						
blasmer	blasmer						
.	.						
ne	ne						
qe	qe						
il	il						
nen	nen						
aillent	aillent						
cherser	cherser						
autres	autres						
seignor	seignor						
.	.						
.	.						
ses	ses						
fils	fils						
li	li						
respondirent	respondirent						
qu’	qu’						
il	il						
feront	feront						
son	son						
plaisir	plaisir						
et	et						
son	son						
commandement	commandement						
.	.						
puis_qu’	puis_qu’						
il	il						
li	li						
orent	orent						
ensi	ensi						
respondus	respondus						
.	.						
li	li						
roi	roi						
lor	lor						
dist	dist						
.	.						
.	.						
je	je						
vos	vos						
di	di						
ensi	ensi						
.	.						
qe	qe						
vos	vos						
soiés	soiés						
vaillant	vaillant						
et	et						
preus	preus						
as	as						
armes	armes						
porter	porter						
car	car						
.	.						
qi	qi						
le	le						
fera	fera						
ensi	ensi						
.	.						
celui	celui						
sera	sera						
mon	mon						
fis	fis						
.	.						
à	à						
celui	celui						
sera	sera						
abandonés	abandonés						
tot	tot						
qanqe	qanqe						
je	je						
avrai	avrai						
.	.						
à	à						
fer	fer						
son	son						
plaisir	plaisir						
.	.						
hector	hector						
sera	sera						
vostre	vostre						
chevetaine	chevetaine						
et	et						
à	à						
lui	lui						
serés	serés						
apendant	apendant						
.	.						
et	et						
je	je						
pri	pri						
tos	tos						
les	les						
diex	diex						
q’	q’						
il	il						
vos	vos						
gardent	gardent						
et	et						
q’	q’						
il	il						
vos	vos						
doinent	doinent						
victoire	victoire						
sor	sor						
vostre	vostre						
henemis	henemis						
.	.						
.	.						
coment	coment						
hector	hector						
respondi	respondi						
au	au						
roi	roi						
son	son						
pere	pere						
hector	hector						
respondi	respondi						
au	au						
roi	roi						
son	son						
pere	pere						
mult	mult						
sajement	sajement						
en	en						
tel	tel						
mainiere	mainiere						
.	.						
.	.						
sire	sire						
.	.						
je	je						
sui	sui						
aparoillés	aparoillés						
de	de						
faire	faire						
vostre	vostre						
plaisir	plaisir						
et	et						
tot	tot						
vostre	vostre						
commandement	commandement						
por	por						
qoi	qoi						
je	je						
puisse	puisse						
vostre	vostre						
bons	bons						
conplir	conplir						
.	.						
et	et						
je	je						
pri	pri						
tot	tot						
les	les						
diex	diex						
q’	q’						
il	il						
vos	vos						
en	en						
doinent	doinent						
à	à						
bon	bon						
chief	chief						
venir	venir						
.	.						
en	en						
tel	tel						
mainiere	mainiere						
qe	qe						
nostre	nostre						
vengiance	vengiance						
soit	soit						
prise	prise						
à	à						
nostre	nostre						
henor	henor						
ni	ni						
qe	qe						
l’	l’						
oïr	oïr						
de	de						
nostre	nostre						
henemis	henemis						
ne	ne						
saillent	saillent						
de	de						
nos	nos						
gabant	gabant						
.	.						
car	car						
bien	bien						
s’	s’						
en	en						
porront	porront						
gaber	gaber						
se	se						
l’	l’						
afer	afer						
remanoit	remanoit						
ensi	ensi						
sans	sans						
vengier	vengier						
la	la						
grant	grant						
onte	onte						
q’	q’						
il	il						
nos	nos						
hont	hont						
fet	fet						
.	.						
je	je						
endroit	endroit						
vos	vos						
di	di						
qe	qe						
mult	mult						
ai	ai						
grant	grant						
volonté	volonté						
d’	d’						
esaier	esaier						
moi	moi						
contr’	contr’						
els	els						
en	en						
bataille	bataille						
.	.						
mes	mes						
nos	nos						
devons	devons						
tos	tos						
avant	avant						
penser	penser						
coment	coment						
se	se						
soit	soit						
fet	fet						
si	si						
sajement	sajement						
et	et						
si	si						
hordeneement	hordeneement						
qe	qe						
nos	nos						
i	i						
avons	avons						
henor	henor						
.	.						
por_ce_qe	por_ce_qe						
l_en	l_en						
doit	doit						
tel	tel						
chouse	chouse						
comensier	comensier						
de	de						
qoi	qoi						
il	il						
puisse	puisse						
à	à						
bon	bon						
chief	chief						
venir	venir						
car	car						
.	.						
se	se						
nos	nos						
le	le						
commensons	commensons						
en	en						
tel	tel						
mainiere	mainiere						
.	.						
nos	nos						
serons	serons						
honis	honis						
à	à						
tot	tot						
jors	jors						
més	més						
por_ce_qe	por_ce_qe						
follie	follie						
seroit	seroit						
de	de						
tel	tel						
chouse	chouse						
comensier	comensier						
qe	qe						
nos	nos						
ne	ne						
poisons	poisons						
à	à						
bon	bon						
chief	chief						
trere	trere						
.	.						
nos	nos						
savons	savons						
qe	qe						
les	les						
gresois	gresois						
sont	sont						
mult	mult						
vaillant	vaillant						
gent	gent						
et	et						
mult	mult						
puissant	puissant						
et	et						
mult	mult						
fort	fort						
.	.						
et	et						
avec	avec						
se	se						
ont	ont						
il	il						
mult	mult						
grant	grant						
seignorie	seignorie						
car	car						
il	il						
ont	ont						
toute	toute						
europe	europe						
en	en						
lor	lor						
subesion	subesion						
.	.						
qi	qi						
est	est						
de	de						
tot	tot						
le	le						
monde	monde						
la	la						
tierse	tierse						
partie	partie						
.	.						
là_où	là_où						
il	il						
a	a						
toute	toute						
la	la						
meillor	meillor						
chevalerie	chevalerie						
dou	dou						
monde	monde						
et	et						
la	la						
miels	miels						
guerroiant	guerroiant						
.	.						
car	car						
il	il						
ne	ne						
font	font						
tot	tot						
jors	jors						
autre	autre						
qe	qe						
gerroier	gerroier						
et	et						
en	en						
se	se						
se	se						
delitent	delitent						
ni	ni						
autre	autre						
labor	labor						
ne	ne						
font	font						
.	.						
cels	cels						
poiront	poiront						
il	il						
en	en						
ost	ost						
mener	mener						
à	à						
lor	lor						
volonté	volonté						
.	.						
si	si						
ont	ont						
encore	encore						
cels	cels						
d’	d’						
age	age						
.	.						
qe	qe						
tot	tot						
jors	jors						
vuelent	vuelent						
estre	estre						
à	à						
chevals	chevals						
et	et						
guerroier	guerroier						
.	.						
car	car						
il	il						
nen	nen						
ont	ont						
cure	cure						
d’	d’						
ais	ais						
ni	ni						
de	de						
delit	delit						
ni	ni						
de	de						
repos	repos						
.	.						
et	et						
por_ce	por_ce						
pensés	pensés						
et	et						
esgardés	esgardés						
qe	qe						
vos	vos						
volés	volés						
faire	faire						
.	.						
si	si						
sachés	sachés						
qe	qe						
.	.						
ce_qe	ce_qe						
vos	vos						
di	di						
.	.						
ne	ne						
di	di						
je	je						
ja	ja						
por	por						
coardie	coardie						
ne	ne						
por_ce_qe	por_ce_qe						
je	je						
voille	voille						
qe	qe						
l’	l’						
afer	afer						
remaigne	remaigne						
ensi	ensi						
.	.						
si	si						
vos	vos						
di	di						
aprés	aprés						
qe	qe						
nos	nos						
nen	nen						
avons	avons						
navie	navie						
por	por						
els	els						
guerroier	guerroier						
ni	ni						
les	les						
aparoil	aparoil						
qi	qi						
à	à						
ce	ce						
convient	convient						
.	.						
et	et						
por_ce	por_ce						
.	.						
biau	biau						
pere	pere						
.	.						
en	en						
fet	fet						
il	il						
bon	bon						
consoillier	consoillier						
por_ce_qe	por_ce_qe						
l_en	l_en						
puisse	puisse						
l’	l’						
ovre	ovre						
mener	mener						
à	à						
bone	bone						
fin	fin						
à	à						
honors	honors						
de	de						
nos	nos						
et	et						
nostre	nostre						
hoïr	hoïr						
.	.						
car	car						
ensi	ensi						
le	le						
desi	desi						
je	je						
sor	sor						
tos	tos						
homes	homes						
vivant	vivant						
.	.						
.	.						
coment	coment						
parla	parla						
et	et						
narra	narra						
paris	paris						
d’	d’						
aler	aler						
en	en						
gres	gres						
guerroier	guerroier						
.	.						
à	à						
celui	celui						
parlement	parlement						
hot	hot						
maintes	maintes						
guises	guises						
.	.						
mes	mes						
je	je						
ne	ne						
vos	vos						
vuoil	vuoil						
tos	tos						
retrere	retrere						
ni	ni						
dire	dire						
por_ce_qe	por_ce_qe						
trop	trop						
seroit	seroit						
longue	longue						
nostre	nostre						
matire	matire						
.	.						
mes	mes						
je	je						
vos	vos						
dirai	dirai						
coment	coment						
paris	paris						
parla	parla						
adonc	adonc						
.	.						
.	.						
biau	biau						
sire	sire						
.	.						
fist	fist						
il	il						
.	.						
entendés	entendés						
à	à						
moi	moi						
.	.						
je	je						
ne	ne						
vos	vos						
vuoil	vuoil						
trop	trop						
paroules	paroules						
dir	dir						
ne	ne						
trop	trop						
de	de						
chouse	chouse						
retrere	retrere						
.	.						
mes	mes						
je	je						
vos	vos						
di	di						
qe	qe						
tos	tos						
les	les						
autres	autres						
dis	dis						
ne	ne						
pris	pris						
je	je						
noiant	noiant						
for	for						
ce_qe	ce_qe						
je	je						
dirai	dirai						
.	.						
sachés	sachés						
.	.						
biau	biau						
sire	sire						
.	.						
qe	qe						
nos	nos						
avons	avons						
mult	mult						
bon	bon						
chevaliers	chevaliers						
et	et						
vaillans	vaillans						
.	.						
et	et						
autre	autre						
bone	bone						
gens	gens						
asés	asés						
.	.						
aprés	aprés						
avons	avons						
la	la						
plus	plus						
forte	forte						
cité	cité						
qi	qi						
soit	soit						
en	en						
cestui	cestui						
ciecle	ciecle						
.	.						
car	car						
elle	elle						
ne	ne						
crient	crient						
rienz	rienz						
vivant	vivant						
por_ce_q’	por_ce_q’						
elle	elle						
est	est						
plantivose	plantivose						
de	de						
tot	tot						
biens	biens						
dou	dou						
monde	monde						
et	et						
bien	bien						
garnie	garnie						
.	.						
si	si						
vos	vos						
di	di						
qe	qe						
je	je						
sai	sai						
